HOUR_RAINFALL,IMP_SUR_RATIO,SLOPE_AVG,HIGH,F_WEIGHT,FLOOD,Hourly_Rainfall_Weight,Impervious_Surface_Weight,SLOPE_AVG_Weight,HIGH_Weight
39.0,62.32,4.5,4.7,0.07501875468867218,1.0,0.2549019607843137,0.4673415823022121,2.699784017278618,0.059030394373273044
78.0,62.32,4.5,4.7,0.07501875468867218,1.0,0.4431818181818182,0.4673415823022121,2.699784017278618,0.059030394373273044
3.5,62.32,4.5,5.28,0.07501875468867218,0.0,0.07608695652173914,0.4673415823022121,2.699784017278618,0.06631499623210249
8.5,62.32,4.5,5.28,0.07501875468867218,1.0,0.18478260869565216,0.4673415823022121,2.699784017278618,0.06631499623210249
39.0,62.32,4.5,5.28,0.07501875468867218,1.0,0.2549019607843137,0.4673415823022121,2.699784017278618,0.06631499623210249
78.0,62.32,4.5,5.28,0.07501875468867218,1.0,0.4431818181818182,0.4673415823022121,2.699784017278618,0.06631499623210249
3.5,62.32,4.5,5.64,0.07501875468867218,0.0,0.07608695652173914,0.4673415823022121,2.699784017278618,0.07083647324792765
8.5,62.32,4.5,5.64,0.07501875468867218,0.0,0.18478260869565216,0.4673415823022121,2.699784017278618,0.07083647324792765
39.0,62.32,4.5,5.64,0.07501875468867218,1.0,0.2549019607843137,0.4673415823022121,2.699784017278618,0.07083647324792765
78.0,62.32,4.5,5.64,0.07501875468867218,1.0,0.4431818181818182,0.4673415823022121,2.699784017278618,0.07083647324792765
0.5,38.2,12.5,26.51,0.14992503748125938,0.0,0.010869565217391304,0.9552388097024256,8.0,10.416502946954814
12.0,38.2,12.5,26.51,0.14992503748125938,1.0,0.2608695652173913,0.9552388097024256,8.0,10.416502946954814
32.5,38.2,12.5,26.51,0.14992503748125938,1.0,0.4513888888888889,0.9552388097024256,8.0,10.416502946954814
70.5,38.2,12.5,26.51,0.14992503748125938,1.0,0.4005681818181818,0.9552388097024256,8.0,10.416502946954814
0.5,38.2,8.5,6.42,0.14992503748125938,0.0,0.010869565217391304,0.9552388097024256,5.099592032637389,0.08063300678221552
12.0,38.2,8.5,6.42,0.14992503748125938,0.0,0.2608695652173913,0.9552388097024256,5.099592032637389,0.08063300678221552
32.5,38.2,8.5,6.42,0.14992503748125938,1.0,0.4513888888888889,0.9552388097024256,5.099592032637389,0.08063300678221552
70.5,38.2,8.5,6.42,0.14992503748125938,1.0,0.4005681818181818,0.9552388097024256,5.099592032637389,0.08063300678221552
0.0,38.2,1.0,2.38,0.14992503748125938,0.0,0.0,0.9552388097024256,0.5999520038396928,0.029891986937955285
32.5,38.2,1.0,2.38,0.14992503748125938,1.0,0.4513888888888889,0.9552388097024256,0.5999520038396928,0.029891986937955285
80.5,38.2,1.0,2.38,0.14992503748125938,1.0,0.5127388535031847,0.9552388097024256,0.5999520038396928,0.029891986937955285
0.0,38.2,1.0,2.4,0.14992503748125938,0.0,0.0,0.9552388097024256,0.5999520038396928,0.030143180105501127
32.5,38.2,1.0,2.4,0.14992503748125938,1.0,0.4513888888888889,0.9552388097024256,0.5999520038396928,0.030143180105501127
80.5,38.2,1.0,2.4,0.14992503748125938,1.0,0.5127388535031847,0.9552388097024256,0.5999520038396928,0.030143180105501127
0.0,38.2,1.0,1.99,0.14992503748125938,0.0,0.0,0.9552388097024256,0.5999520038396928,0.02499372017081135
32.5,38.2,1.0,1.99,0.14992503748125938,1.0,0.4513888888888889,0.9552388097024256,0.5999520038396928,0.02499372017081135
80.5,38.2,1.0,1.99,0.14992503748125938,1.0,0.5127388535031847,0.9552388097024256,0.5999520038396928,0.02499372017081135
0.0,38.2,1.0,4.76,0.14992503748125938,0.0,0.0,0.9552388097024256,0.5999520038396928,0.05978397387591057
32.5,38.2,1.0,4.76,0.14992503748125938,0.0,0.4513888888888889,0.9552388097024256,0.5999520038396928,0.05978397387591057
80.5,38.2,1.0,4.76,0.14992503748125938,1.0,0.5127388535031847,0.9552388097024256,0.5999520038396928,0.05978397387591057
0.0,61.44,1.0,2.72,0.07501875468867218,0.0,0.0,0.46074240719910003,0.5999520038396928,0.034162270786234614
6.5,61.44,1.0,2.72,0.07501875468867218,1.0,0.14130434782608695,0.46074240719910003,0.5999520038396928,0.034162270786234614
16.5,61.44,1.0,2.72,0.07501875468867218,1.0,0.22916666666666666,0.46074240719910003,0.5999520038396928,0.034162270786234614
53.0,61.44,1.0,2.72,0.07501875468867218,1.0,0.3464052287581699,0.46074240719910003,0.5999520038396928,0.034162270786234614
0.0,61.44,1.0,3.44,0.07501875468867218,0.0,0.0,0.46074240719910003,0.5999520038396928,0.04320522481788495
6.5,61.44,1.0,3.44,0.07501875468867218,0.0,0.14130434782608695,0.46074240719910003,0.5999520038396928,0.04320522481788495
16.5,61.44,1.0,3.44,0.07501875468867218,1.0,0.22916666666666666,0.46074240719910003,0.5999520038396928,0.04320522481788495
53.0,61.44,1.0,3.44,0.07501875468867218,1.0,0.3464052287581699,0.46074240719910003,0.5999520038396928,0.04320522481788495
0.0,61.44,1.0,3.47,0.07501875468867218,0.0,0.0,0.46074240719910003,0.5999520038396928,0.043582014569203714
6.5,61.44,1.0,3.47,0.07501875468867218,0.0,0.14130434782608695,0.46074240719910003,0.5999520038396928,0.043582014569203714
16.5,61.44,1.0,3.47,0.07501875468867218,1.0,0.22916666666666666,0.46074240719910003,0.5999520038396928,0.043582014569203714
53.0,61.44,1.0,3.47,0.07501875468867218,1.0,0.3464052287581699,0.46074240719910003,0.5999520038396928,0.043582014569203714
0.0,62.32,4.5,6.3,0.07501875468867218,0.0,0.0,0.4673415823022121,2.699784017278618,0.07912584777694046
6.5,62.32,4.5,6.3,0.07501875468867218,0.0,0.14130434782608695,0.4673415823022121,2.699784017278618,0.07912584777694046
16.5,62.32,4.5,6.3,0.07501875468867218,1.0,0.22916666666666666,0.4673415823022121,2.699784017278618,0.07912584777694046
53.0,62.32,4.5,6.3,0.07501875468867218,1.0,0.3464052287581699,0.4673415823022121,2.699784017278618,0.07912584777694046
0.0,62.32,1.0,6.41,0.07501875468867218,0.0,0.0,0.4673415823022121,0.5999520038396928,0.0805074101984426
6.5,62.32,1.0,6.41,0.07501875468867218,1.0,0.14130434782608695,0.4673415823022121,0.5999520038396928,0.0805074101984426
16.5,62.32,1.0,6.41,0.07501875468867218,1.0,0.22916666666666666,0.4673415823022121,0.5999520038396928,0.0805074101984426
53.0,62.32,1.0,6.41,0.07501875468867218,1.0,0.3464052287581699,0.4673415823022121,0.5999520038396928,0.0805074101984426
0.0,62.32,1.0,3.43,0.07501875468867218,0.0,0.0,0.4673415823022121,0.5999520038396928,0.04307962823411203
6.2,62.32,1.0,3.43,0.07501875468867218,0.0,0.13478260869565217,0.4673415823022121,0.5999520038396928,0.04307962823411203
16.5,62.32,1.0,3.43,0.07501875468867218,1.0,0.22916666666666666,0.4673415823022121,0.5999520038396928,0.04307962823411203
53.0,62.32,1.0,3.43,0.07501875468867218,1.0,0.3464052287581699,0.4673415823022121,0.5999520038396928,0.04307962823411203
0.0,62.32,1.0,3.12,0.07501875468867218,0.0,0.0,0.4673415823022121,0.5999520038396928,0.03918613413715147
6.5,62.32,1.0,3.12,0.07501875468867218,1.0,0.14130434782608695,0.4673415823022121,0.5999520038396928,0.03918613413715147
16.5,62.32,1.0,3.12,0.07501875468867218,1.0,0.22916666666666666,0.4673415823022121,0.5999520038396928,0.03918613413715147
53.0,62.32,1.0,3.12,0.07501875468867218,1.0,0.3464052287581699,0.4673415823022121,0.5999520038396928,0.03918613413715147
0.0,62.32,4.5,4.48,0.07501875468867218,0.0,0.0,0.4673415823022121,2.699784017278618,0.05626726953026878
6.5,62.32,4.5,4.48,0.07501875468867218,1.0,0.14130434782608695,0.4673415823022121,2.699784017278618,0.05626726953026878
16.5,62.32,4.5,4.48,0.07501875468867218,1.0,0.22916666666666666,0.4673415823022121,2.699784017278618,0.05626726953026878
53.0,62.32,4.5,4.48,0.07501875468867218,1.0,0.3464052287581699,0.4673415823022121,2.699784017278618,0.05626726953026878
0.0,18.94,4.5,12.94,0.016666666666666666,0.0,0.0,0.47350000000000003,2.699784017278618,0.16252197940216023
6.5,18.94,4.5,12.94,0.016666666666666666,0.0,0.14130434782608695,0.47350000000000003,2.699784017278618,0.16252197940216023
16.5,18.94,4.5,12.94,0.016666666666666666,1.0,0.22916666666666666,0.47350000000000003,2.699784017278618,0.16252197940216023
53.0,18.94,4.5,12.94,0.016666666666666666,1.0,0.3464052287581699,0.47350000000000003,2.699784017278618,0.16252197940216023
0.0,18.94,1.0,61.97,0.016666666666666666,0.0,0.0,0.47350000000000003,0.5999520038396928,356.66187050359713
6.5,18.94,1.0,61.97,0.016666666666666666,1.0,0.14130434782608695,0.47350000000000003,0.5999520038396928,356.66187050359713
16.5,18.94,1.0,61.97,0.016666666666666666,1.0,0.22916666666666666,0.47350000000000003,0.5999520038396928,356.66187050359713
53.0,18.94,1.0,61.97,0.016666666666666666,1.0,0.3464052287581699,0.47350000000000003,0.5999520038396928,356.66187050359713
0.0,18.94,1.0,52.93,0.016666666666666666,0.0,0.0,0.47350000000000003,0.5999520038396928,102.88768898488121
6.5,18.94,1.0,52.93,0.016666666666666666,0.0,0.14130434782608695,0.47350000000000003,0.5999520038396928,102.88768898488121
16.5,18.94,1.0,52.93,0.016666666666666666,1.0,0.22916666666666666,0.47350000000000003,0.5999520038396928,102.88768898488121
53.0,18.94,1.0,52.93,0.016666666666666666,1.0,0.3464052287581699,0.47350000000000003,0.5999520038396928,102.88768898488121
0.0,18.94,11.0,24.95,0.016666666666666666,0.0,0.0,0.47350000000000003,7.04,9.803536345776031
6.5,18.94,11.0,24.95,0.016666666666666666,0.0,0.14130434782608695,0.47350000000000003,7.04,9.803536345776031
16.5,18.94,11.0,24.95,0.016666666666666666,1.0,0.22916666666666666,0.47350000000000003,7.04,9.803536345776031
53.0,18.94,11.0,24.95,0.016666666666666666,1.0,0.3464052287581699,0.47350000000000003,7.04,9.803536345776031
0.0,18.94,4.5,15.16,0.016666666666666666,0.0,0.0,0.47350000000000003,2.699784017278618,0.1904044209997488
6.5,18.94,4.5,15.16,0.016666666666666666,0.0,0.14130434782608695,0.47350000000000003,2.699784017278618,0.1904044209997488
16.5,18.94,4.5,15.16,0.016666666666666666,1.0,0.22916666666666666,0.47350000000000003,2.699784017278618,0.1904044209997488
53.0,18.94,4.5,15.16,0.016666666666666666,1.0,0.3464052287581699,0.47350000000000003,2.699784017278618,0.1904044209997488
0.0,18.94,4.5,6.88,0.016666666666666666,0.0,0.0,0.47350000000000003,2.699784017278618,0.0864104496357699
6.5,18.94,4.5,6.88,0.016666666666666666,1.0,0.14130434782608695,0.47350000000000003,2.699784017278618,0.0864104496357699
16.5,18.94,4.5,6.88,0.016666666666666666,1.0,0.22916666666666666,0.47350000000000003,2.699784017278618,0.0864104496357699
53.0,18.94,4.5,6.88,0.016666666666666666,1.0,0.3464052287581699,0.47350000000000003,2.699784017278618,0.0864104496357699
0.0,18.94,4.5,49.6,0.016666666666666666,0.0,0.0,0.47350000000000003,2.699784017278618,96.41468682505399
6.5,18.94,4.5,49.6,0.016666666666666666,0.0,0.14130434782608695,0.47350000000000003,2.699784017278618,96.41468682505399
16.5,18.94,4.5,49.6,0.016666666666666666,0.0,0.22916666666666666,0.47350000000000003,2.699784017278618,96.41468682505399
53.0,18.94,4.5,49.6,0.016666666666666666,1.0,0.3464052287581699,0.47350000000000003,2.699784017278618,96.41468682505399
0.0,18.94,4.5,36.22,0.016666666666666666,0.0,0.0,0.47350000000000003,2.699784017278618,14.231827111984282
6.5,18.94,4.5,36.22,0.016666666666666666,1.0,0.14130434782608695,0.47350000000000003,2.699784017278618,14.231827111984282
16.5,18.94,4.5,36.22,0.016666666666666666,1.0,0.22916666666666666,0.47350000000000003,2.699784017278618,14.231827111984282
53.0,18.94,4.5,36.22,0.016666666666666666,1.0,0.3464052287581699,0.47350000000000003,2.699784017278618,14.231827111984282
0.0,18.94,11.0,63.77,0.016666666666666666,0.0,0.0,0.47350000000000003,7.04,367.021582733813
6.5,18.94,11.0,63.77,0.016666666666666666,1.0,0.14130434782608695,0.47350000000000003,7.04,367.021582733813
16.5,18.94,11.0,63.77,0.016666666666666666,1.0,0.22916666666666666,0.47350000000000003,7.04,367.021582733813
53.0,18.94,11.0,63.77,0.016666666666666666,1.0,0.3464052287581699,0.47350000000000003,7.04,367.021582733813
4.5,7.7,4.5,53.4,0.016666666666666666,0.0,0.09782608695652174,1.1561561561561562,2.699784017278618,103.80129589632828
90.0,7.7,4.5,53.4,0.016666666666666666,1.0,0.5732484076433121,1.1561561561561562,2.699784017278618,103.80129589632828
4.5,7.7,4.5,77.86,0.016666666666666666,0.0,0.09782608695652174,1.1561561561561562,2.699784017278618,448.1151079136691
90.0,7.7,4.5,77.86,0.016666666666666666,1.0,0.5732484076433121,1.1561561561561562,2.699784017278618,448.1151079136691
4.5,7.7,4.5,4.92,0.016666666666666666,0.0,0.09782608695652174,1.1561561561561562,2.699784017278618,0.061793519216277314
90.0,7.7,4.5,4.92,0.016666666666666666,1.0,0.5732484076433121,1.1561561561561562,2.699784017278618,0.061793519216277314
4.5,7.7,4.5,5.32,0.016666666666666666,0.0,0.09782608695652174,1.1561561561561562,2.699784017278618,0.06681738256719418
90.0,7.7,4.5,5.32,0.016666666666666666,1.0,0.5732484076433121,1.1561561561561562,2.699784017278618,0.06681738256719418
4.5,7.7,4.5,6.87,0.016666666666666666,0.0,0.09782608695652174,1.1561561561561562,2.699784017278618,0.08628485305199698
90.0,7.7,4.5,6.87,0.016666666666666666,1.0,0.5732484076433121,1.1561561561561562,2.699784017278618,0.08628485305199698
4.5,7.7,4.5,59.65,0.016666666666666666,0.0,0.09782608695652174,1.1561561561561562,2.699784017278618,115.95032397408207
90.0,7.7,4.5,59.65,0.016666666666666666,1.0,0.5732484076433121,1.1561561561561562,2.699784017278618,115.95032397408207
4.5,7.7,4.5,2.03,0.016666666666666666,0.0,0.09782608695652174,1.1561561561561562,2.699784017278618,0.025496106505903036
90.0,7.7,4.5,2.03,0.016666666666666666,1.0,0.5732484076433121,1.1561561561561562,2.699784017278618,0.025496106505903036
4.5,7.7,4.5,4.24,0.016666666666666666,0.0,0.09782608695652174,1.1561561561561562,2.699784017278618,0.053252951519718664
90.0,7.7,4.5,4.24,0.016666666666666666,1.0,0.5732484076433121,1.1561561561561562,2.699784017278618,0.053252951519718664
4.5,7.7,1.0,4.72,0.016666666666666666,0.0,0.09782608695652174,1.1561561561561562,0.5999520038396928,0.059281587540818886
90.0,7.7,1.0,4.72,0.016666666666666666,1.0,0.5732484076433121,1.1561561561561562,0.5999520038396928,0.059281587540818886
4.5,7.7,4.5,35.56,0.016666666666666666,0.0,0.09782608695652174,1.1561561561561562,2.699784017278618,13.972495088408646
90.0,7.7,4.5,35.56,0.016666666666666666,1.0,0.5732484076433121,1.1561561561561562,2.699784017278618,13.972495088408646
4.5,7.7,4.5,33.49,0.016666666666666666,0.0,0.09782608695652174,1.1561561561561562,2.699784017278618,13.159135559921415
90.0,7.7,4.5,33.49,0.016666666666666666,1.0,0.5732484076433121,1.1561561561561562,2.699784017278618,13.159135559921415
0.0,59.03,1.0,3.9,0.016666666666666666,0.0,0.0,0.44266966629171345,0.5999520038396928,0.048982667671439335
6.5,59.03,1.0,3.9,0.016666666666666666,0.0,0.14130434782608695,0.44266966629171345,0.5999520038396928,0.048982667671439335
16.5,59.03,1.0,3.9,0.016666666666666666,0.0,0.22916666666666666,0.44266966629171345,0.5999520038396928,0.048982667671439335
53.0,59.03,1.0,3.9,0.016666666666666666,1.0,0.3464052287581699,0.44266966629171345,0.5999520038396928,0.048982667671439335
0.0,59.03,11.0,5.14,0.016666666666666666,0.0,0.0,0.44266966629171345,7.04,0.06455664405928158
6.5,59.03,11.0,5.14,0.016666666666666666,0.0,0.14130434782608695,0.44266966629171345,7.04,0.06455664405928158
16.5,59.03,11.0,5.14,0.016666666666666666,1.0,0.22916666666666666,0.44266966629171345,7.04,0.06455664405928158
53.0,59.03,11.0,5.14,0.016666666666666666,1.0,0.3464052287581699,0.44266966629171345,7.04,0.06455664405928158
0.0,59.03,4.5,9.37,0.016666666666666666,0.0,0.0,0.44266966629171345,2.699784017278618,0.11768399899522732
6.5,59.03,4.5,9.37,0.016666666666666666,0.0,0.14130434782608695,0.44266966629171345,2.699784017278618,0.11768399899522732
16.5,59.03,4.5,9.37,0.016666666666666666,0.0,0.22916666666666666,0.44266966629171345,2.699784017278618,0.11768399899522732
53.0,59.03,4.5,9.37,0.016666666666666666,1.0,0.3464052287581699,0.44266966629171345,2.699784017278618,0.11768399899522732
0.0,59.03,1.0,7.64,0.016666666666666666,0.0,0.0,0.44266966629171345,0.5999520038396928,0.09595579000251192
6.5,59.03,1.0,7.64,0.016666666666666666,1.0,0.14130434782608695,0.44266966629171345,0.5999520038396928,0.09595579000251192
16.5,59.03,1.0,7.64,0.016666666666666666,1.0,0.22916666666666666,0.44266966629171345,0.5999520038396928,0.09595579000251192
53.0,59.03,1.0,7.64,0.016666666666666666,1.0,0.3464052287581699,0.44266966629171345,0.5999520038396928,0.09595579000251192
0.0,59.03,4.5,11.22,0.016666666666666666,0.0,0.0,0.44266966629171345,2.699784017278618,0.14091936699321778
6.5,59.03,4.5,11.22,0.016666666666666666,1.0,0.14130434782608695,0.44266966629171345,2.699784017278618,0.14091936699321778
16.5,59.03,4.5,11.22,0.016666666666666666,1.0,0.22916666666666666,0.44266966629171345,2.699784017278618,0.14091936699321778
53.0,59.03,4.5,11.22,0.016666666666666666,1.0,0.3464052287581699,0.44266966629171345,2.699784017278618,0.14091936699321778
0.0,59.03,1.0,7.75,0.016666666666666666,0.0,0.0,0.44266966629171345,0.5999520038396928,0.09733735242401406
6.5,59.03,1.0,7.75,0.016666666666666666,1.0,0.14130434782608695,0.44266966629171345,0.5999520038396928,0.09733735242401406
16.5,59.03,1.0,7.75,0.016666666666666666,1.0,0.22916666666666666,0.44266966629171345,0.5999520038396928,0.09733735242401406
53.0,59.03,1.0,7.75,0.016666666666666666,1.0,0.3464052287581699,0.44266966629171345,0.5999520038396928,0.09733735242401406
0.0,59.03,1.0,7.86,0.016666666666666666,0.0,0.0,0.44266966629171345,0.5999520038396928,0.0987189148455162
6.5,59.03,1.0,7.86,0.016666666666666666,1.0,0.14130434782608695,0.44266966629171345,0.5999520038396928,0.0987189148455162
16.5,59.03,1.0,7.86,0.016666666666666666,1.0,0.22916666666666666,0.44266966629171345,0.5999520038396928,0.0987189148455162
53.0,59.03,1.0,7.86,0.016666666666666666,1.0,0.3464052287581699,0.44266966629171345,0.5999520038396928,0.0987189148455162
0.0,59.03,1.0,10.81,0.016666666666666666,0.0,0.0,0.44266966629171345,0.5999520038396928,0.135769907058528
6.5,59.03,1.0,10.81,0.016666666666666666,1.0,0.14130434782608695,0.44266966629171345,0.5999520038396928,0.135769907058528
16.5,59.03,1.0,10.81,0.016666666666666666,1.0,0.22916666666666666,0.44266966629171345,0.5999520038396928,0.135769907058528
53.0,59.03,1.0,10.81,0.016666666666666666,1.0,0.3464052287581699,0.44266966629171345,0.5999520038396928,0.135769907058528
0.0,59.03,3.0,6.53,0.016666666666666666,0.0,0.0,0.44266966629171345,1.7998560115190785,0.08201456920371766
6.5,59.03,3.0,6.53,0.016666666666666666,0.0,0.14130434782608695,0.44266966629171345,1.7998560115190785,0.08201456920371766
16.5,59.03,3.0,6.53,0.016666666666666666,1.0,0.22916666666666666,0.44266966629171345,1.7998560115190785,0.08201456920371766
53.0,59.03,3.0,6.53,0.016666666666666666,1.0,0.3464052287581699,0.44266966629171345,1.7998560115190785,0.08201456920371766
0.0,59.03,1.0,4.69,0.016666666666666666,0.0,0.0,0.44266966629171345,0.5999520038396928,0.05890479778950013
6.5,59.03,1.0,4.69,0.016666666666666666,1.0,0.14130434782608695,0.44266966629171345,0.5999520038396928,0.05890479778950013
16.5,59.03,1.0,4.69,0.016666666666666666,1.0,0.22916666666666666,0.44266966629171345,0.5999520038396928,0.05890479778950013
53.0,59.03,1.0,4.69,0.016666666666666666,1.0,0.3464052287581699,0.44266966629171345,0.5999520038396928,0.05890479778950013
0.0,45.91,4.5,33.43,0.016666666666666666,0.0,0.0,0.34435943594359436,2.699784017278618,13.135559921414538
6.5,45.91,4.5,33.43,0.016666666666666666,1.0,0.14130434782608695,0.34435943594359436,2.699784017278618,13.135559921414538
16.5,45.91,4.5,33.43,0.016666666666666666,1.0,0.22916666666666666,0.34435943594359436,2.699784017278618,13.135559921414538
53.0,45.91,4.5,33.43,0.016666666666666666,1.0,0.3464052287581699,0.34435943594359436,2.699784017278618,13.135559921414538
0.0,40.23,1.0,2.44,0.016666666666666666,0.0,0.0,0.30175517551755177,0.5999520038396928,0.030645566440592815
6.5,40.23,1.0,2.44,0.016666666666666666,0.0,0.14130434782608695,0.30175517551755177,0.5999520038396928,0.030645566440592815
16.5,40.23,1.0,2.44,0.016666666666666666,1.0,0.22916666666666666,0.30175517551755177,0.5999520038396928,0.030645566440592815
