PUMP_RATIO,Hourly_Rainfall_Weight,Impervious_Surface_Weight,SLOPE_AVG_Weight,HIGH_Weight,F_WEIGHT,FLOOD
1.4858841010401189e-08,0.07608695652173914,0.9552388097024256,0.5999520038396928,0.02486812358703843,0.14992503748125938,0.0
1.4858841010401189e-08,0.18478260869565216,0.9552388097024256,0.5999520038396928,0.02486812358703843,0.14992503748125938,0.0
1.4858841010401189e-08,0.2549019607843137,0.9552388097024256,0.5999520038396928,0.02486812358703843,0.14992503748125938,1.0
1.4858841010401189e-08,0.4431818181818182,0.9552388097024256,0.5999520038396928,0.02486812358703843,0.14992503748125938,1.0
0.0,0.07608695652173914,0.46074240719910003,2.699784017278618,0.03918613413715147,0.07501875468867218,0.0
0.0,0.18478260869565216,0.46074240719910003,2.699784017278618,0.03918613413715147,0.07501875468867218,1.0
0.0,0.2549019607843137,0.46074240719910003,2.699784017278618,0.03918613413715147,0.07501875468867218,1.0
0.0,0.4431818181818182,0.46074240719910003,2.699784017278618,0.03918613413715147,0.07501875468867218,1.0
2.102446483180428e-08,0.07608695652173914,0.6909227306826706,0.5999520038396928,0.02637528259231349,0.07501875468867218,0.0
2.102446483180428e-08,0.18478260869565216,0.6909227306826706,0.5999520038396928,0.02637528259231349,0.07501875468867218,0.0
2.102446483180428e-08,0.2549019607843137,0.6909227306826706,0.5999520038396928,0.02637528259231349,0.07501875468867218,1.0
2.102446483180428e-08,0.4431818181818182,0.6909227306826706,0.5999520038396928,0.02637528259231349,0.07501875468867218,1.0
2.102446483180428e-08,0.07608695652173914,0.6909227306826706,0.5999520038396928,0.043582014569203714,0.07501875468867218,0.0
2.102446483180428e-08,0.18478260869565216,0.6909227306826706,0.5999520038396928,0.043582014569203714,0.07501875468867218,0.0
2.102446483180428e-08,0.2549019607843137,0.6909227306826706,0.5999520038396928,0.043582014569203714,0.07501875468867218,1.0
2.102446483180428e-08,0.4431818181818182,0.6909227306826706,0.5999520038396928,0.043582014569203714,0.07501875468867218,1.0
2.102446483180428e-08,0.07608695652173914,0.6909227306826706,4.649628029757619,0.04923386083898518,0.07501875468867218,0.0
2.102446483180428e-08,0.18478260869565216,0.6909227306826706,4.649628029757619,0.04923386083898518,0.07501875468867218,0.0
2.102446483180428e-08,0.2549019607843137,0.6909227306826706,4.649628029757619,0.04923386083898518,0.07501875468867218,1.0
2.102446483180428e-08,0.4431818181818182,0.6909227306826706,4.649628029757619,0.04923386083898518,0.07501875468867218,1.0
2.102446483180428e-08,0.07608695652173914,0.6909227306826706,0.5999520038396928,0.003767897513187641,0.07501875468867218,0.0
2.102446483180428e-08,0.18478260869565216,0.6909227306826706,0.5999520038396928,0.003767897513187641,0.07501875468867218,0.0
2.102446483180428e-08,0.2549019607843137,0.6909227306826706,0.5999520038396928,0.003767897513187641,0.07501875468867218,1.0
2.102446483180428e-08,0.4431818181818182,0.6909227306826706,0.5999520038396928,0.003767897513187641,0.07501875468867218,1.0
2.102446483180428e-08,0.07608695652173914,0.6909227306826706,2.699784017278618,0.05840241145440844,0.07501875468867218,0.0
