Unnamed: 0,SEQ,DISTRICT,ADM_CD,FLUD_TIME,F_BEGIN_DE,F_END_DE,F_BEGIN_TM,F_END_TM,ZONE,DONG,FLUD_DPWT,SLOPE_L,SLOPE_H,SLOPE_AVG,HIGH,HOUR_RAINFALL,PRECI_YYMMDDHH,PRECI_HH
121,101469,부산진시장,2617000000,3.0,20170911,20170911,800.0,1100.0,동구,범일동,0.0,0.0,2,1.0,2.96,0.0,20170911,18
121,101469,부산진시장,2617000000,3.0,20170911,20170911,800.0,1100.0,동구,범일동,0.0,0.0,2,1.0,2.96,0.0,20170911,19
121,101469,부산진시장,2617000000,3.0,20170911,20170911,800.0,1100.0,동구,범일동,0.0,0.0,2,1.0,2.96,0.0,20170911,20
121,101469,부산진시장,2617000000,3.0,20170911,20170911,800.0,1100.0,동구,범일동,0.0,0.0,2,1.0,2.96,0.0,20170911,21
121,101469,부산진시장,2617000000,3.0,20170911,20170911,800.0,1100.0,동구,범일동,0.0,0.0,2,1.0,2.96,0.0,20170911,22
121,101469,부산진시장,2617000000,3.0,20170911,20170911,800.0,1100.0,동구,범일동,0.0,0.0,2,1.0,2.96,0.0,20170911,23
121,101469,부산진시장,2617000000,3.0,20170911,20170911,800.0,1100.0,동구,범일동,0.0,0.0,2,1.0,2.96,0.0,20170911,24
123,101471,부산진시장,2617000000,3.0,20170911,20170911,800.0,900.0,동구,범일동,0.0,0.0,2,1.0,2.96,0.0,20170911,1
123,101471,부산진시장,2617000000,3.0,20170911,20170911,800.0,900.0,동구,범일동,0.0,0.0,2,1.0,2.96,0.0,20170911,2
123,101471,부산진시장,2617000000,3.0,20170911,20170911,800.0,900.0,동구,범일동,0.0,0.0,2,1.0,2.96,0.0,20170911,3
123,101471,부산진시장,2617000000,3.0,20170911,20170911,800.0,900.0,동구,범일동,0.0,0.0,2,1.0,2.96,0.4,20170911,4
123,101471,부산진시장,2617000000,3.0,20170911,20170911,800.0,900.0,동구,범일동,0.0,0.0,2,1.0,2.96,4.9,20170911,5
123,101471,부산진시장,2617000000,3.0,20170911,20170911,800.0,900.0,동구,범일동,0.0,0.0,2,1.0,2.96,8.5,20170911,6
123,101471,부산진시장,2617000000,3.0,20170911,20170911,800.0,900.0,동구,범일동,0.0,0.0,2,1.0,2.96,30.4,20170911,7
123,101471,부산진시장,2617000000,3.0,20170911,20170911,800.0,900.0,동구,범일동,0.5,0.0,2,1.0,2.96,78.8,20170911,8
123,101471,부산진시장,2617000000,3.0,20170911,20170911,800.0,900.0,동구,범일동,0.0,0.0,2,1.0,2.96,57.7,20170911,9
123,101471,부산진시장,2617000000,3.0,20170911,20170911,800.0,900.0,동구,범일동,0.0,0.0,2,1.0,2.96,32.1,20170911,10
123,101471,부산진시장,2617000000,3.0,20170911,20170911,800.0,900.0,동구,범일동,0.0,0.0,2,1.0,2.96,39.5,20170911,11
123,101471,부산진시장,2617000000,3.0,20170911,20170911,800.0,900.0,동구,범일동,0.0,0.0,2,1.0,2.96,10.9,20170911,12
123,101471,부산진시장,2617000000,3.0,20170911,20170911,800.0,900.0,동구,범일동,0.0,0.0,2,1.0,2.96,0.0,20170911,13
123,101471,부산진시장,2617000000,3.0,20170911,20170911,800.0,900.0,동구,범일동,0.0,0.0,2,1.0,2.96,0.0,20170911,14
123,101471,부산진시장,2617000000,3.0,20170911,20170911,800.0,900.0,동구,범일동,0.0,0.0,2,1.0,2.96,0.0,20170911,15
123,101471,부산진시장,2617000000,3.0,20170911,20170911,800.0,900.0,동구,범일동,0.0,0.0,2,1.0,2.96,0.0,20170911,16
123,101471,부산진시장,2617000000,3.0,20170911,20170911,800.0,900.0,동구,범일동,0.0,0.0,2,1.0,2.96,0.0,20170911,17
123,101471,부산진시장,2617000000,3.0,20170911,20170911,800.0,900.0,동구,범일동,0.0,0.0,2,1.0,2.96,0.0,20170911,18
123,101471,부산진시장,2617000000,3.0,20170911,20170911,800.0,900.0,동구,범일동,0.0,0.0,2,1.0,2.96,0.0,20170911,19
123,101471,부산진시장,2617000000,3.0,20170911,20170911,800.0,900.0,동구,범일동,0.0,0.0,2,1.0,2.96,0.0,20170911,20
123,101471,부산진시장,2617000000,3.0,20170911,20170911,800.0,900.0,동구,범일동,0.0,0.0,2,1.0,2.96,0.0,20170911,21
123,101471,부산진시장,2617000000,3.0,20170911,20170911,800.0,900.0,동구,범일동,0.0,0.0,2,1.0,2.96,0.0,20170911,22
123,101471,부산진시장,2617000000,3.0,20170911,20170911,800.0,900.0,동구,범일동,0.0,0.0,2,1.0,2.96,0.0,20170911,23
123,101471,부산진시장,2617000000,3.0,20170911,20170911,800.0,900.0,동구,범일동,0.0,0.0,2,1.0,2.96,0.0,20170911,24
124,101472,부산진시장,2617000000,3.0,20170911,20170911,800.0,1100.0,동구,범일동,0.0,0.0,2,1.0,2.96,0.0,20170911,1
124,101472,부산진시장,2617000000,3.0,20170911,20170911,800.0,1100.0,동구,범일동,0.0,0.0,2,1.0,2.96,0.0,20170911,2
124,101472,부산진시장,2617000000,3.0,20170911,20170911,800.0,1100.0,동구,범일동,0.0,0.0,2,1.0,2.96,0.0,20170911,3
124,101472,부산진시장,2617000000,3.0,20170911,20170911,800.0,1100.0,동구,범일동,0.0,0.0,2,1.0,2.96,0.4,20170911,4
124,101472,부산진시장,2617000000,3.0,20170911,20170911,800.0,1100.0,동구,범일동,0.0,0.0,2,1.0,2.96,4.9,20170911,5
124,101472,부산진시장,2617000000,3.0,20170911,20170911,800.0,1100.0,동구,범일동,0.0,0.0,2,1.0,2.96,8.5,20170911,6
124,101472,부산진시장,2617000000,3.0,20170911,20170911,800.0,1100.0,동구,범일동,0.0,0.0,2,1.0,2.96,30.4,20170911,7
124,101472,부산진시장,2617000000,3.0,20170911,20170911,800.0,1100.0,동구,범일동,0.5,0.0,2,1.0,2.96,78.8,20170911,8
124,101472,부산진시장,2617000000,3.0,20170911,20170911,800.0,1100.0,동구,범일동,0.0,0.0,2,1.0,2.96,57.7,20170911,9
124,101472,부산진시장,2617000000,3.0,20170911,20170911,800.0,1100.0,동구,범일동,0.0,0.0,2,1.0,2.96,32.1,20170911,10
124,101472,부산진시장,2617000000,3.0,20170911,20170911,800.0,1100.0,동구,범일동,0.0,0.0,2,1.0,2.96,39.5,20170911,11
124,101472,부산진시장,2617000000,3.0,20170911,20170911,800.0,1100.0,동구,범일동,0.0,0.0,2,1.0,2.96,10.9,20170911,12
124,101472,부산진시장,2617000000,3.0,20170911,20170911,800.0,1100.0,동구,범일동,0.0,0.0,2,1.0,2.96,0.0,20170911,13
124,101472,부산진시장,2617000000,3.0,20170911,20170911,800.0,1100.0,동구,범일동,0.0,0.0,2,1.0,2.96,0.0,20170911,14
124,101472,부산진시장,2617000000,3.0,20170911,20170911,800.0,1100.0,동구,범일동,0.0,0.0,2,1.0,2.96,0.0,20170911,15
124,101472,부산진시장,2617000000,3.0,20170911,20170911,800.0,1100.0,동구,범일동,0.0,0.0,2,1.0,2.96,0.0,20170911,16
124,101472,부산진시장,2617000000,3.0,20170911,20170911,800.0,1100.0,동구,범일동,0.0,0.0,2,1.0,2.96,0.0,20170911,17
124,101472,부산진시장,2617000000,3.0,20170911,20170911,800.0,1100.0,동구,범일동,0.0,0.0,2,1.0,2.96,0.0,20170911,18
124,101472,부산진시장,2617000000,3.0,20170911,20170911,800.0,1100.0,동구,범일동,0.0,0.0,2,1.0,2.96,0.0,20170911,19
124,101472,부산진시장,2617000000,3.0,20170911,20170911,800.0,1100.0,동구,범일동,0.0,0.0,2,1.0,2.96,0.0,20170911,20
124,101472,부산진시장,2617000000,3.0,20170911,20170911,800.0,1100.0,동구,범일동,0.0,0.0,2,1.0,2.96,0.0,20170911,21
124,101472,부산진시장,2617000000,3.0,20170911,20170911,800.0,1100.0,동구,범일동,0.0,0.0,2,1.0,2.96,0.0,20170911,22
124,101472,부산진시장,2617000000,3.0,20170911,20170911,800.0,1100.0,동구,범일동,0.0,0.0,2,1.0,2.96,0.0,20170911,23
124,101472,부산진시장,2617000000,3.0,20170911,20170911,800.0,1100.0,동구,범일동,0.0,0.0,2,1.0,2.96,0.0,20170911,24
120,101468,부산진시장일원,2617000000,3.0,20170911,20170911,800.0,1100.0,동구,범일동,0.0,0.0,2,1.0,2.62,0.0,20170911,1
120,101468,부산진시장일원,2617000000,3.0,20170911,20170911,800.0,1100.0,동구,범일동,0.0,0.0,2,1.0,2.62,0.0,20170911,2
120,101468,부산진시장일원,2617000000,3.0,20170911,20170911,800.0,1100.0,동구,범일동,0.0,0.0,2,1.0,2.62,0.0,20170911,3
120,101468,부산진시장일원,2617000000,3.0,20170911,20170911,800.0,1100.0,동구,범일동,0.0,0.0,2,1.0,2.62,0.4,20170911,4
120,101468,부산진시장일원,2617000000,3.0,20170911,20170911,800.0,1100.0,동구,범일동,0.0,0.0,2,1.0,2.62,4.9,20170911,5
120,101468,부산진시장일원,2617000000,3.0,20170911,20170911,800.0,1100.0,동구,범일동,0.0,0.0,2,1.0,2.62,8.5,20170911,6
120,101468,부산진시장일원,2617000000,3.0,20170911,20170911,800.0,1100.0,동구,범일동,0.0,0.0,2,1.0,2.62,30.4,20170911,7
120,101468,부산진시장일원,2617000000,3.0,20170911,20170911,800.0,1100.0,동구,범일동,0.4,0.0,2,1.0,2.62,78.8,20170911,8
120,101468,부산진시장일원,2617000000,3.0,20170911,20170911,800.0,1100.0,동구,범일동,0.0,0.0,2,1.0,2.62,57.7,20170911,9
120,101468,부산진시장일원,2617000000,3.0,20170911,20170911,800.0,1100.0,동구,범일동,0.0,0.0,2,1.0,2.62,32.1,20170911,10
120,101468,부산진시장일원,2617000000,3.0,20170911,20170911,800.0,1100.0,동구,범일동,0.0,0.0,2,1.0,2.62,39.5,20170911,11
120,101468,부산진시장일원,2617000000,3.0,20170911,20170911,800.0,1100.0,동구,범일동,0.0,0.0,2,1.0,2.62,10.9,20170911,12
120,101468,부산진시장일원,2617000000,3.0,20170911,20170911,800.0,1100.0,동구,범일동,0.0,0.0,2,1.0,2.62,0.0,20170911,13
120,101468,부산진시장일원,2617000000,3.0,20170911,20170911,800.0,1100.0,동구,범일동,0.0,0.0,2,1.0,2.62,0.0,20170911,14
120,101468,부산진시장일원,2617000000,3.0,20170911,20170911,800.0,1100.0,동구,범일동,0.0,0.0,2,1.0,2.62,0.0,20170911,15
120,101468,부산진시장일원,2617000000,3.0,20170911,20170911,800.0,1100.0,동구,범일동,0.0,0.0,2,1.0,2.62,0.0,20170911,16
120,101468,부산진시장일원,2617000000,3.0,20170911,20170911,800.0,1100.0,동구,범일동,0.0,0.0,2,1.0,2.62,0.0,20170911,17
120,101468,부산진시장일원,2617000000,3.0,20170911,20170911,800.0,1100.0,동구,범일동,0.0,0.0,2,1.0,2.62,0.0,20170911,18
120,101468,부산진시장일원,2617000000,3.0,20170911,20170911,800.0,1100.0,동구,범일동,0.0,0.0,2,1.0,2.62,0.0,20170911,19
120,101468,부산진시장일원,2617000000,3.0,20170911,20170911,800.0,1100.0,동구,범일동,0.0,0.0,2,1.0,2.62,0.0,20170911,20
120,101468,부산진시장일원,2617000000,3.0,20170911,20170911,800.0,1100.0,동구,범일동,0.0,0.0,2,1.0,2.62,0.0,20170911,21
120,101468,부산진시장일원,2617000000,3.0,20170911,20170911,800.0,1100.0,동구,범일동,0.0,0.0,2,1.0,2.62,0.0,20170911,22
120,101468,부산진시장일원,2617000000,3.0,20170911,20170911,800.0,1100.0,동구,범일동,0.0,0.0,2,1.0,2.62,0.0,20170911,23
120,101468,부산진시장일원,2617000000,3.0,20170911,20170911,800.0,1100.0,동구,범일동,0.0,0.0,2,1.0,2.62,0.0,20170911,24
122,101470,자성대아파트,2617000000,3.0,20170911,20170911,800.0,1100.0,동구,범일동,0.0,0.0,2,1.0,1.57,0.0,20170911,1
122,101470,자성대아파트,2617000000,3.0,20170911,20170911,800.0,1100.0,동구,범일동,0.0,0.0,2,1.0,1.57,0.0,20170911,2
122,101470,자성대아파트,2617000000,3.0,20170911,20170911,800.0,1100.0,동구,범일동,0.0,0.0,2,1.0,1.57,0.0,20170911,3
122,101470,자성대아파트,2617000000,3.0,20170911,20170911,800.0,1100.0,동구,범일동,0.0,0.0,2,1.0,1.57,0.4,20170911,4
122,101470,자성대아파트,2617000000,3.0,20170911,20170911,800.0,1100.0,동구,범일동,0.0,0.0,2,1.0,1.57,4.9,20170911,5
122,101470,자성대아파트,2617000000,3.0,20170911,20170911,800.0,1100.0,동구,범일동,0.0,0.0,2,1.0,1.57,8.5,20170911,6
122,101470,자성대아파트,2617000000,3.0,20170911,20170911,800.0,1100.0,동구,범일동,0.0,0.0,2,1.0,1.57,30.4,20170911,7
122,101470,자성대아파트,2617000000,3.0,20170911,20170911,800.0,1100.0,동구,범일동,0.4,0.0,2,1.0,1.57,78.8,20170911,8
122,101470,자성대아파트,2617000000,3.0,20170911,20170911,800.0,1100.0,동구,범일동,0.0,0.0,2,1.0,1.57,57.7,20170911,9
122,101470,자성대아파트,2617000000,3.0,20170911,20170911,800.0,1100.0,동구,범일동,0.0,0.0,2,1.0,1.57,32.1,20170911,10
122,101470,자성대아파트,2617000000,3.0,20170911,20170911,800.0,1100.0,동구,범일동,0.0,0.0,2,1.0,1.57,39.5,20170911,11
122,101470,자성대아파트,2617000000,3.0,20170911,20170911,800.0,1100.0,동구,범일동,0.0,0.0,2,1.0,1.57,10.9,20170911,12
122,101470,자성대아파트,2617000000,3.0,20170911,20170911,800.0,1100.0,동구,범일동,0.0,0.0,2,1.0,1.57,0.0,20170911,13
122,101470,자성대아파트,2617000000,3.0,20170911,20170911,800.0,1100.0,동구,범일동,0.0,0.0,2,1.0,1.57,0.0,20170911,14
122,101470,자성대아파트,2617000000,3.0,20170911,20170911,800.0,1100.0,동구,범일동,0.0,0.0,2,1.0,1.57,0.0,20170911,15
122,101470,자성대아파트,2617000000,3.0,20170911,20170911,800.0,1100.0,동구,범일동,0.0,0.0,2,1.0,1.57,0.0,20170911,16
122,101470,자성대아파트,2617000000,3.0,20170911,20170911,800.0,1100.0,동구,범일동,0.0,0.0,2,1.0,1.57,0.0,20170911,17
