ADM_CD,ZONE,DONG,SLOPE_AVG_Weight,HIGH_Weight,CODE,PUMP_RATIO,F_WEIGHT,Impervious_Surface_Weight
2647000000,연제구,거제동,2.699784017278618,0.07221803566942979,2647000000,4.1152263374485604e-07,0.07501875468867218,0.4673415823022121
2647000000,연제구,연산동,0.5999520038396928,0.04307962823411203,2647000000,4.1152263374485604e-07,0.07501875468867218,0.4673415823022121
2620010700,영도구,남항동3가,0.5999520038396928,0.024365737251946747,2620000000,0.0,0.14992503748125938,0.3433093309330933
2620000000,영도구,동삼동,21.608643457382954,12.298624754420432,2620000000,0.0,0.14992503748125938,0.3433093309330933
2620012000,영도구,청학동,0.5999520038396928,0.039939713639788994,2620000000,0.0,0.14992503748125938,0.3433093309330933
2635000000,해운대구,반여동,2.699784017278618,0.033534287867370005,2635000000,2.102446483180428e-07,0.07501875468867218,0.6909227306826706
2635000000,해운대구,석대동,0.5999520038396928,0.07887465460939462,2635000000,2.102446483180428e-07,0.07501875468867218,0.6909227306826706
2635000000,해운대구,송정동,2.699784017278618,10.569744597249509,2635000000,2.102446483180428e-07,0.07501875468867218,0.6909227306826706
2635000000,해운대구,우동,0.5999520038396928,0.043582014569203714,2635000000,2.102446483180428e-07,0.07501875468867218,0.6909227306826706
2635000000,해운대구,중동,2.699784017278618,0.08377292137653855,2635000000,2.102446483180428e-07,0.07501875468867218,0.6909227306826706
2617053000,동구,초량동,0.5999520038396928,0.050238633509168545,2617000000,1.9821605550049556e-07,0.016666666666666666,0.4343457067866516
